serial number,year,date,time,accident details,route,accident type,party 1,party 2,Party 3,Party 4,Party 5,latitude,longitude,elementary school district,dead
1268,R2,4/7/2020,9:50,軽傷事故,一般市道,その他,自動車,自転車,,,,34.77657806,135.4024011,,
1269,R2,4/7/2020,13:18,重傷事故,県道山本伊丹線,出合い頭,自動車,自転車,,,,34.78415111,135.4086819,,
1270,R2,4/8/2020,12:30,軽傷事故,一般市道,正面衝突,不明,自転車,,,,34.79973389,135.3881611,,
1271,R2,4/9/2020,13:00,軽傷事故,県道尼崎宝塚線,右折時,自動車,自転車,,,,34.77260111,135.3848489,,
1272,R2,4/10/2020,8:40,軽傷事故,一般市道,出合い頭,自転車,原付,,,,34.78781806,135.3745211,,
1273,R2,4/14/2020,10:00,軽傷事故,県道尼崎池田線,左折時,自動車,自転車,,,,34.76615889,135.420435,,
1274,R2,4/14/2020,21:50,軽傷事故,一般市道,出合い頭,自動車,自転車,,,,34.79132306,135.4003869,,
1275,R2,4/15/2020,21:35,軽傷事故,県道米谷昆陽尼崎線,出合い頭,自転車,二輪車,,,,34.78600194,135.3943339,,
1276,R2,4/23/2020,17:20,軽傷事故,一般市道,出合い頭,自転車,原付,,,,34.77757806,135.3956661,,
1277,R2,4/27/2020,11:21,軽傷事故,県道米谷昆陽尼崎線,出合い頭,自動車,自転車,,,,34.78477306,135.3951481,,
1278,R2,4/29/2020,8:06,軽傷事故,県道米谷昆陽尼崎線,出合い頭,自転車,原付,,,,34.76564806,135.4094331,,
1279,R2,4/30/2020,15:30,軽傷事故,国道171号,その他,二輪車,自転車,,,,34.79914194,135.4213431,,
1280,R2,5/7/2020,16:00,軽傷事故,国道171号,出合い頭,自動車,自転車,,,,34.79005306,135.4063211,,
1281,R2,5/7/2020,18:35,軽傷事故,県道尼崎池田線,出合い頭,自転車,自転車,,,,34.77160611,135.4194539,,
1282,R2,5/8/2020,22:55,軽傷事故,県道寺本伊丹線,左折時,自動車,自転車,,,,34.77701389,135.3918061,,
1283,R2,5/9/2020,13:50,軽傷事故,一般市道,出合い頭,自転車,二輪車,,,,34.80821194,135.3880819,,
1284,R2,5/12/2020,18:35,軽傷事故,一般市道,出合い頭,自動車,自転車,,,,34.78308,135.42302,,
1285,R2,5/14/2020,7:50,軽傷事故,県道米谷昆陽尼崎線,左折時,原付,自転車,,,,34.78488,135.3952211,,
1286,R2,5/14/2020,12:35,軽傷事故,県道尼崎池田線,出合い頭,自転車,自動車,,,,34.77510889,135.418745,,
1287,R2,5/15/2020,10:35,軽傷事故,一般市道,出合い頭,自転車,原付,,,,34.76874306,135.3939631,,
1288,R2,5/15/2020,14:32,軽傷事故,一般市道,その他,自動車,自転車,,,,34.76293778,135.3984569,,
1289,R2,5/15/2020,14:39,軽傷事故,一般市道,出合い頭,二輪車,自転車,,,,34.799635,135.3851661,,
1290,R2,5/18/2020,19:50,軽傷事故,県道伊丹豊中線,右折時,自動車,自転車,,,,34.78278806,135.4173839,,
1291,R2,5/21/2020,3:40,軽傷事故,国道171号,出合い頭,自動車,自転車,,,,34.79959806,135.4264939,,
1292,R2,5/22/2020,9:45,軽傷事故,一般県道,出合い頭,自転車,自転車,,,,34.77930111,135.41359,,
1293,R2,5/26/2020,16:27,軽傷事故,国道171号,すれ違い時,自転車,自動車,,,,34.77705306,135.3905439,,
1294,R2,5/28/2020,10:22,軽傷事故,一般市道,出合い頭,自転車,自転車,,,,34.78352111,135.4010661,,
1295,R2,5/28/2020,17:45,軽傷事故,県道寺本伊丹線,追い越し時,自転車,自転車,,,,34.78066111,135.4061661,,
1296,R2,5/29/2020,19:50,軽傷事故,県道尼崎宝塚線,左折時,自動車,自転車,,,,34.77588694,135.3846239,,
1297,R2,5/31/2020,10:15,軽傷事故,一般市道,すれ違い時,不明,自転車,,,,34.78124806,135.4214769,,
1298,R2,6/4/2020,20:30,軽傷事故,一般市道,出合い頭,自転車,自転車,,,,34.81021306,135.3881081,,
1299,R2,6/6/2020,13:20,軽傷事故,一般市道,追突,自動車,自転車,,,,34.77551889,135.3820581,,
1300,R2,6/7/2020,16:56,軽傷事故,国道171号,すれ違い時,自転車,自転車,,,,34.79807611,135.4240961,,
1301,R2,6/9/2020,16:30,軽傷事故,一般県道,出合い頭,自転車,自転車,,,,34.77976389,135.4165819,,
1302,R2,6/10/2020,17:13,軽傷事故,一般市道,人対車両,自転車,歩行者,,,,34.79422694,135.420085,,
1303,R2,6/13/2020,11:55,軽傷事故,県道寺本伊丹線,左折時,自動車,自転車,,,,34.77990194,135.4032139,,
1304,R2,6/16/2020,15:30,軽傷事故,一般市道,出合い頭,自転車,自転車,,,,34.78468389,135.4050261,,
1305,R2,6/16/2020,17:00,軽傷事故,一般市道,出合い頭,自転車,二輪車,,,,34.78423389,135.4044289,,
1306,R2,6/16/2020,18:10,軽傷事故,一般市道,出合い頭,自転車,自動車,,,,34.78435889,135.4056639,,
1307,R2,6/17/2020,16:14,軽傷事故,一般市道,正面衝突,自転車,自転車,,,,34.77726306,135.3896161,,
1308,R2,6/20/2020,11:25,軽傷事故,県道中野中筋線,出合い頭,自動車,自転車,,,,34.80571694,135.3836711,,
1309,R2,6/20/2020,13:56,軽傷事故,国道171号,右折時,自動車,自転車,,,,34.77435194,135.3850611,,
1310,R2,6/22/2020,13:50,軽傷事故,一般市道,出合い頭,自転車,原付,,,,34.80072028,135.4049575,,
1311,R2,6/22/2020,16:05,軽傷事故,一般市道,出合い頭,自転車,自動車,,,,34.76701,135.4183961,,
1312,R2,6/25/2020,7:25,軽傷事故,一般市道,左折時,自動車,自転車,,,,34.77775389,135.4246919,,
1313,R2,6/25/2020,11:21,軽傷事故,県道尼崎宝塚線,右折時,自動車,自転車,,,,34.77733889,135.3845569,,
1314,R2,6/25/2020,17:55,軽傷事故,県道東富松御願塚線,左折時,自動車,自転車,,,,34.76587611,135.4113519,,
1315,R2,6/29/2020,11:08,軽傷事故,一般市道,出合い頭,自転車,自動車,,,,34.79513194,135.4153139,,
1316,R2,6/29/2020,18:15,軽傷事故,一般市道,出合い頭,自動車,自転車,,,,34.80586806,135.3944889,,
1317,R2,6/30/2020,10:25,軽傷事故,一般市道,正面衝突,自動車,自転車,,,,34.80535889,135.3796911,,
1318,R2,7/2/2020,7:55,軽傷事故,県道尼崎池田線,左折時,原付,自転車,,,,34.78277389,135.4173881,,
1319,R2,7/2/2020,9:30,軽傷事故,一般市道,出合い頭,自転車,自動車,,,,34.79430694,135.3987789,,
1320,R2,7/2/2020,20:17,軽傷事故,一般市道,左折時,自動車,自転車,,,,34.78025194,135.4029361,,
1321,R2,7/7/2020,14:15,軽傷事故,一般市道,人対車両,自転車,歩行者,,,,34.78227389,135.4059819,,
1322,R2,7/7/2020,20:30,軽傷事故,一般市道,人対車両,自転車,歩行者,,,,34.76506583,135.4098967,,
1323,R2,7/8/2020,7:40,軽傷事故,県道尼崎池田線,出合い頭,自動車,自転車,,,,34.77362194,135.4187211,,
1324,R2,7/8/2020,8:00,軽傷事故,一般市道,不明,自転車,不明,,,,34.79339111,135.4037981,,
1325,R2,7/8/2020,16:05,軽傷事故,国道171号,出合い頭,自転車,自動車,,,,34.77420389,135.3852439,,
1326,R2,7/8/2020,18:05,軽傷事故,一般市道,出合い頭,自転車,自転車,,,,34.79021806,135.3765689,,
1327,R2,7/8/2020,18:15,軽傷事故,県道姥ケ茶屋伊丹線,右折時,二輪車,自転車,,,,34.79536306,135.392375,,
1328,R2,7/10/2020,7:40,軽傷事故,一般市道,不明,不明,自転車,,,,34.77295194,135.41507,,
1329,R2,7/12/2020,17:10,軽傷事故,一般市道,出合い頭,原付,自転車,,,,34.81027694,135.3859519,,
1330,R2,7/13/2020,8:05,軽傷事故,一般市道,その他,自動車,自転車,,,,34.79387389,135.3956761,,
1331,R2,7/15/2020,0:05,軽傷事故,国道171号,出合い頭,自動車,自転車,,,,34.78195194,135.3966919,,
1332,R2,7/15/2020,16:30,軽傷事故,一般市道,左折時,自動車,自転車,,,,34.80688111,135.3919719,,
1333,R2,7/19/2020,11:45,軽傷事故,一般市道,出合い頭,自転車,自動車,,,,34.77660111,135.4143419,,
1334,R2,7/19/2020,12:20,軽傷事故,県道中野中筋線,出合い頭,自動車,自転車,,,,34.80691389,135.3830489,,
1335,R2,7/19/2020,16:30,軽傷事故,一般市道,不明,自転車,不明,,,,34.79276,135.4179369,,
1336,R2,7/20/2020,9:00,軽傷事故,一般市道,追い越し時,自動車,自転車,,,,34.77220306,135.3999981,,
1337,R2,7/22/2020,11:53,軽傷事故,一般市道,出合い頭,自動車,自転車,,,,34.78494194,135.4113831,,
1338,R2,7/24/2020,13:00,軽傷事故,一般市道,出合い頭,自転車,自動車,,,,34.81434389,135.3882719,,
1339,R2,7/27/2020,14:55,軽傷事故,県道中野中筋線,その他,自転車,二輪車,,,,34.80145611,135.38619,,
1340,R2,7/27/2020,18:29,軽傷事故,一般市道,出合い頭,自転車,自動車,,,,34.79318889,135.40097,,
1341,R2,7/31/2020,21:20,軽傷事故,一般市道,出合い頭,自動車,自転車,,,,34.77405611,135.4128839,,
1342,R2,8/1/2020,5:15,軽傷事故,国道171号,出合い頭,二輪車,自転車,,,,34.79811889,135.4153331,,
1343,R2,8/2/2020,16:20,軽傷事故,一般市道,出合い頭,自転車,自動車,,,,34.79691,135.4057289,,
1344,R2,8/3/2020,7:45,軽傷事故,一般市道,出合い頭,不明,自転車,,,,34.77049806,135.3992119,,
1345,R2,8/3/2020,13:35,軽傷事故,一般市道,出合い頭,自動車,自転車,,,,34.79258389,135.4168831,,
1346,R2,8/3/2020,19:35,軽傷事故,国道171号,追突,自動車,自転車,,,,34.79339,135.4101981,,
1347,R2,8/5/2020,9:20,軽傷事故,一般市道,出合い頭,自動車,自転車,,,,34.77316,135.383035,,
1348,R2,8/5/2020,12:20,軽傷事故,県道寺本伊丹線,左折時,自動車,自転車,,,,34.78129,135.4100289,,
1349,R2,8/5/2020,17:20,軽傷事故,一般市道,出合い頭,自動車,自転車,,,,34.77069611,135.4204111,,
1350,R2,8/6/2020,9:20,軽傷事故,一般市道,出合い頭,自転車,自動車,,,,34.78845306,135.3758339,,
1351,R2,8/6/2020,16:17,軽傷事故,一般市道,出合い頭,自転車,自動車,,,,34.78420694,135.4138619,,
1352,R2,8/6/2020,20:03,軽傷事故,一般市道,左折時,自動車,自転車,,,,34.79888,135.4208769,,
1353,R2,8/7/2020,8:20,軽傷事故,一般市道,その他,自動車,自転車,,,,34.76659194,135.4193381,,
1354,R2,8/9/2020,17:36,軽傷事故,その他,出合い頭,自動車,自転車,,,,34.76609389,135.40366,,
1355,R2,8/10/2020,9:00,軽傷事故,国道171号,左折時,不明,自転車,,,,34.79639389,135.4127769,,
1356,R2,8/11/2020,17:50,軽傷事故,一般市道,出合い頭,自動車,自転車,,,,34.77993194,135.4108519,,
1357,R2,8/13/2020,18:05,軽傷事故,一般市道,右折時,自動車,自転車,,,,34.80050111,135.3899261,,
1358,R2,8/14/2020,7:50,軽傷事故,県道尼崎宝塚線,人対車両,自転車,歩行者,,,,34.77125,135.3848611,,
1359,R2,8/14/2020,16:25,軽傷事故,県道米谷昆陽尼崎線,出合い頭,原付,自転車,,,,34.76148194,135.4117281,,
1360,R2,8/17/2020,12:15,軽傷事故,一般市道,出合い頭,自転車,自転車,,,,34.79396611,135.397145,,
1361,R2,8/18/2020,10:30,軽傷事故,県道山本伊丹線,出合い頭,自転車,自動車,,,,34.78840611,135.4067911,,
1362,R2,8/8/2020,16:30,軽傷事故,一般市道,その他,自転車,自転車,,,,34.80140806,135.3892211,,
1363,R2,8/19/2020,10:03,軽傷事故,国道171号,左折時,自動車,自転車,,,,34.79563278,135.4124947,,
1364,R2,8/22/2020,14:00,軽傷事故,一般市道,その他,自動車,自転車,,,,34.77251806,135.38468,,
1365,R2,8/24/2020,8:00,軽傷事故,国道171号,出合い頭,自動車,自転車,,,,34.79004111,135.406305,,
1366,R2,8/24/2020,8:00,軽傷事故,一般市道,出合い頭,自転車,自動車,,,,34.79877194,135.3941261,,
1367,R2,8/24/2020,11:05,軽傷事故,県道寺本伊丹線,左折時,自動車,自転車,,,,34.78148556,135.4135094,,
1368,R2,8/25/2020,11:30,軽傷事故,一般市道,その他,自転車,自動車,,,,34.77408806,135.4128911,,
1369,R2,8/26/2020,16:20,軽傷事故,一般市道,出合い頭,原付,自転車,,,,34.79902389,135.3894231,,
1370,R2,8/26/2020,18:25,軽傷事故,一般市道,出合い頭,自転車,自転車,,,,34.78483389,135.4216139,,
1371,R2,8/27/2020,15:35,軽傷事故,県道姥ケ茶屋伊丹線,人対車両,自転車,歩行者,,,,34.79537694,135.39261,,
1372,R2,8/28/2020,17:17,軽傷事故,一般市道,正面衝突,自転車,自転車,,,,34.77660556,135.4219642,,
1373,R2,8/29/2020,9:25,軽傷事故,一般市道,出合い頭,自動車,自転車,,,,34.78719194,135.3751781,,
1374,R2,8/28/2020,17:00,軽傷事故,一般市道,出合い頭,自動車,自転車,,,,34.79139611,135.412535,,
1375,R2,8/18/2020,18:00,軽傷事故,県道山本伊丹線,出合い頭,不明,自転車,,,,34.77704389,135.4105081,,
1376,R2,8/31/2020,7:05,軽傷事故,県道山本伊丹線,出合い頭,自転車,自動車,,,,34.77455389,135.4107739,,
1377,R2,8/31/2020,13:25,軽傷事故,その他,出合い頭,自動車,自転車,,,,34.803855,135.38241,,
1378,R2,8/31/2020,17:30,軽傷事故,県道伊丹豊中線,出合い頭,原付,自転車,,,,34.78284806,135.4274261,,
1379,R2,8/31/2020,18:00,軽傷事故,一般市道,右折時,自動車,自転車,,,,34.78477694,135.3779689,,
1380,R2,8/31/2020,18:40,軽傷事故,一般市道,出合い頭,自転車,自動車,,,,34.78247583,135.4144511,,
1381,R2,9/1/2020,12:45,軽傷事故,県道尼崎池田線,左折時,自動車,自転車,,,,34.77785194,135.4183689,,
1382,R2,9/4/2020,7:45,軽傷事故,一般市道,追い越し時,自動車,自転車,,,,34.79303194,135.3951189,,
1383,R2,9/2/2020,8:20,軽傷事故,県道米谷昆陽尼崎線,出合い頭,自動車,自転車,,,,34.78595194,135.3941711,,
1384,R2,9/6/2020,17:38,軽傷事故,一般市道,出合い頭,自転車,二輪車,,,,34.77774389,135.4051411,,
1385,R2,9/6/2020,10:00,軽傷事故,一般市道,出合い頭,原付,自転車,,,,34.76808306,135.3963689,,
1386,R2,9/4/2020,9:50,軽傷事故,一般市道,その他,自動車,自転車,,,,34.78105611,135.4190369,,
1387,R2,9/8/2020,7:20,軽傷事故,一般市道,出合い頭,自転車,自動車,,,,34.79866889,135.4180581,,
1388,R2,9/8/2020,16:35,軽傷事故,県道山本伊丹線,出合い頭,自動車,自転車,,,,34.766545,135.4113339,,
1389,R2,9/9/2020,18:46,軽傷事故,一般市道,出合い頭,自転車,自転車,,,,34.77287111,135.4157781,,
1390,R2,8/18/2020,7:50,軽傷事故,一般市道,出合い頭,自転車,不明,,,,34.77759611,135.4295811,,
1391,R2,9/8/2020,8:35,軽傷事故,一般市道,出合い頭,自動車,自転車,,,,34.76937028,135.3974392,,
1392,R2,9/11/2020,12:25,軽傷事故,県道米谷昆陽尼崎線,左折時,自動車,自転車,,,,34.78959611,135.3903711,,
1393,R2,9/12/2020,8:40,軽傷事故,一般市道,出合い頭,自転車,自転車,,,,34.77089389,135.3881639,,
1394,R2,9/14/2020,9:40,軽傷事故,一般市道,左折時,自転車,自転車,,,,34.78595806,135.3975389,,
1395,R2,9/14/2020,7:50,軽傷事故,一般市道,出合い頭,自転車,二輪車,,,,34.79813194,135.4048231,,
1396,R2,9/14/2020,11:15,軽傷事故,県道東富松御願塚線,出合い頭,自動車,自転車,,,,34.76555,135.4060281,,
1397,R2,9/14/2020,20:55,軽傷事故,一般市道,左折時,自転車,自転車,,,,34.77314472,135.4147042,,
1398,R2,9/15/2020,19:55,軽傷事故,県道尼崎池田線,出合い頭,二輪車,自転車,,,,34.78869806,135.4171489,,
1399,R2,9/16/2020,13:50,軽傷事故,県道尼崎池田線,右折時,自動車,自転車,,,,34.78667389,135.4170881,,
1400,R2,9/19/2020,11:12,軽傷事故,県道中野中筋線,左折時,自動車,自転車,,,,34.796885,135.3878039,,
1401,R2,9/21/2020,19:00,軽傷事故,一般市道,正面衝突,自転車,自転車,,,,34.76498611,135.3986681,,
1402,R2,9/24/2020,8:10,軽傷事故,県道山本伊丹線,出合い頭,自動車,自転車,,,,34.78448,135.4085461,,
1403,R2,9/24/2020,16:30,軽傷事故,県道米谷昆陽尼崎線,すれ違い時,不明,自転車,,,,34.77917278,135.3985514,,
1404,R2,9/25/2020,8:05,軽傷事故,一般市道,出合い頭,不明,自転車,,,,34.76491611,135.4079744,,
1405,R2,9/27/2020,17:05,軽傷事故,一般市道,右折時,自動車,自転車,,,,34.79506444,135.4213719,,
1406,R2,9/28/2020,14:23,軽傷事故,県道中野中筋線,左折時,自動車,自転車,,,,34.79959806,135.3872339,,
1407,R2,9/28/2020,19:00,軽傷事故,県道山本伊丹線,その他,自転車,自動車,,,,34.78308056,135.4090256,,
1408,R2,10/1/2020,14:50,軽傷事故,国道171号,出合い頭,原付,自転車,,,,34.79897389,135.4203769,,
1409,R2,10/2/2020,9:05,軽傷事故,一般交通に供する道路,出合い頭,自転車,自動車,,,,34.78093694,135.4057081,,
1410,R2,10/5/2020,11:30,軽傷事故,一般市道,出合い頭,自動車,自転車,,,,34.78326611,135.4008319,,
1411,R2,10/5/2020,15:15,軽傷事故,一般市道,出合い頭,自転車,自転車,,,,34.78706806,135.3747969,,
1412,R2,10/6/2020,10:00,軽傷事故,一般市道,出合い頭,自転車,自転車,,,,34.77912194,135.4109569,,
1413,R2,10/6/2020,21:50,軽傷事故,一般市道,出合い頭,自転車,自転車,,,,34.78640111,135.4105989,,
1414,R2,10/7/2020,18:40,軽傷事故,県道山本伊丹線,左折時,自動車,自転車,,,,34.77882389,135.4103839,,
1415,R2,10/12/2020,1:00,軽傷事故,県道山本伊丹線,右折時,自動車,自転車,,,,34.77433,135.3850419,,
1416,R2,10/13/2020,8:20,軽傷事故,一般市道,出合い頭,自動車,自転車,,,,34.76800194,135.3983719,,
1417,R2,10/13/2020,15:15,軽傷事故,県道中野中筋線,出合い頭,自動車,自転車,,,,34.80999889,135.3811981,,
1418,R2,10/14/2020,7:57,軽傷事故,県道西宮豊中線,その他,自転車,原付,,,,34.75811194,135.4152289,,
1419,R2,10/16/2020,9:25,軽傷事故,県道尼崎池田線,出合い頭,自転車,自転車,,,,34.78479694,135.4173519,,
1420,R2,10/17/2020,14:10,軽傷事故,県道山本伊丹線,右折時,自動車,自転車,,,,34.77710389,135.4103061,,
1421,R2,10/18/2020,7:46,軽傷事故,一般市道,出合い頭,自転車,自転車,,,,34.76840694,135.3977447,,
1422,R2,10/20/2020,7:30,軽傷事故,一般市道,出合い頭,原付,自転車,,,,34.78743194,135.3910161,,
1423,R2,10/22/2020,20:55,軽傷事故,一般市道,出合い頭,不明,自転車,,,,34.79776083,135.4048783,,
1424,R2,10/26/2020,18:45,軽傷事故,県道中野中筋線,出合い頭,自動車,自転車,,,,34.80718306,135.3826861,,
1425,R2,10/26/2020,16:53,軽傷事故,一般市道,出合い頭,自転車,二輪車,,,,34.76607389,135.4014439,,
1426,R2,10/27/2020,16:13,軽傷事故,県道伊丹停車場線,右折時,自動車,自転車,,,,34.77980306,135.4164731,,
1427,R2,10/27/2020,16:26,軽傷事故,県道伊丹豊中線,出合い頭,自動車,自転車,,,,34.78255,135.4327839,,
1428,R2,10/27/2020,18:40,軽傷事故,一般市道,出合い頭,自転車,二輪車,,,,34.81326194,135.38824,,
1429,R2,10/27/2020,21:47,軽傷事故,一般市道,追突,不明,自転車,,,,34.77445861,135.3880789,,
1430,R2,10/29/2020,10:55,軽傷事故,一般市道,左折時,自動車,自転車,,,,34.77221111,135.4114519,,
1431,R2,10/29/2020,7:45,軽傷事故,一般市道,出合い頭,自転車,自動車,,,,34.81087917,135.3788561,,
1432,R2,10/29/2020,13:05,軽傷事故,県道姥ケ茶屋伊丹線,左折時,自動車,自転車,,,,34.79499306,135.3930969,,
1433,R2,10/29/2020,15:10,軽傷事故,県道米谷昆陽尼崎線,右折時,自動車,自転車,,,,34.78603806,135.3941831,,
1434,R2,10/31/2020,7:40,軽傷事故,一般市道,出合い頭,自動車,自転車,,,,34.78207611,135.4188981,,
1435,R2,11/1/2020,13:46,軽傷事故,一般市道,すれ違い時,自転車,自動車,,,,34.76452306,135.39656,,
