serial number,year,date,time,accident details,route,accident type,party 1,party 2,Party 3,Party 4,Party 5,latitude,longitude,elementary school district,dead
1039,H31,9/24/2019,8:00,軽傷事故,県道山本伊丹線,左折時,自動車,自転車,,,,34.78399111,135.4087181,,
1040,H31,9/24/2019,15:15,軽傷事故,一般市道,出合い頭,自動車,自転車,,,,34.76950694,135.3939361,,
1041,H31,9/25/2019,8:00,軽傷事故,一般市道,すれ違い時,不明,自転車,,,,34.79869611,135.4197569,,
1042,H31,9/25/2019,8:25,軽傷事故,一般市道,正面衝突,自転車,自転車,,,,34.79488806,135.3923081,,
1043,H31,9/26/2019,8:00,軽傷事故,一般市道,出合い頭,自転車,自転車,,,,34.77123556,135.3959703,,
1044,H31,9/26/2019,15:10,軽傷事故,一般市道,人対車両,自転車,歩行者,,,,34.77761278,135.4248342,,
1045,H31,9/27/2019,7:55,軽傷事故,県道寺本伊丹線,すれ違い時,自転車,自転車,,,,34.77768889,135.3939439,,
1046,H31,9/28/2019,11:30,軽傷事故,その他,その他,自動車,自転車,,,,34.78326611,135.3845319,,
1047,H31,9/30/2019,13:05,軽傷事故,一般市道,追い越し時,原付,自転車,,,,34.78645194,135.390805,,
1048,H31,9/30/2019,16:05,軽傷事故,一般市道,正面衝突,自転車,自転車,,,,34.79780833,135.4072761,,
1049,H31,9/30/2019,18:35,軽傷事故,国道171号,その他,自転車,自動車,,,,34.79154861,135.4083089,,
1050,H31,10/1/2019,11:00,軽傷事故,県道山本伊丹線,出合い頭,自動車,自転車,,,,34.78314194,135.4089531,,
1051,H31,10/1/2019,16:40,軽傷事故,一般市道,出合い頭,自転車,自動車,,,,34.79078,135.3771031,,
1052,H31,10/2/2019,15:58,軽傷事故,一般市道,出合い頭,自転車,自動車,,,,34.78297194,135.411805,,
1053,H31,10/2/2019,17:20,軽傷事故,一般市道,出合い頭,自転車,自動車,,,,34.78708611,135.4136461,,
1054,H31,10/3/2019,19:30,軽傷事故,県道姥ケ茶屋伊丹線,追突,自動車,自転車,,,,34.79662111,135.3884589,,
1055,H31,10/4/2019,8:50,軽傷事故,一般市道,右折時,自動車,自転車,,,,34.79768389,135.40199,,
1056,H31,10/4/2019,18:10,軽傷事故,一般市道,出合い頭,自動車,自転車,,,,34.79127611,135.4004669,,
1057,H31,10/5/2019,8:02,軽傷事故,一般市道,すれ違い時,自動車,自転車,,,,34.78257611,135.3828689,,
1058,H31,10/5/2019,15:40,軽傷事故,一般市道,右折時,自動車,自転車,,,,34.77709306,135.3948561,,
1059,H31,10/5/2019,15:56,軽傷事故,県道米谷昆陽尼崎線,出合い頭,自動車,自転車,,,,34.784795,135.3952061,,
1060,H31,10/7/2019,11:28,軽傷事故,県道米谷昆陽尼崎線,出合い頭,自動車,自転車,,,,34.78588389,135.3943311,,
1061,H31,10/7/2019,12:05,軽傷事故,一般市道,出合い頭,自動車,自転車,,,,34.80735194,135.3930039,,
1062,H31,10/8/2019,8:10,軽傷事故,一般市道,人対車両,自転車,歩行者,,,,34.77715389,135.4163069,,
1063,H31,10/9/2019,8:45,軽傷事故,県道尼崎宝塚線,出合い頭,不明,自転車,,,,34.79048111,135.3798661,,
1064,H31,10/9/2019,10:25,軽傷事故,一般市道,追い越し時,自転車,自転車,,,,34.78606,135.4116361,,
1065,H31,10/10/2019,7:20,軽傷事故,県道山本伊丹線,右折時,自動車,自転車,,,,34.78388806,135.4087289,,
1066,H31,10/16/2019,15:42,軽傷事故,一般市道,出合い頭,自転車,自転車,,,,34.797685,135.402095,,
1067,H31,10/16/2019,16:50,軽傷事故,一般市道,出合い頭,自転車,自動車,,,,34.76459389,135.4082161,,
1068,H31,10/17/2019,18:47,軽傷事故,一般市道,人対車両,自転車,歩行者,,,,34.79740694,135.3833169,,
1069,H31,10/21/2019,11:00,軽傷事故,県道寺本伊丹線,すれ違い時,不明,自転車,自転車,,,34.778735,135.3989381,,
1070,H31,10/21/2019,11:30,重傷事故,一般市道,すれ違い時,不明,自転車,,,,34.80424694,135.39069,,
1071,H31,10/22/2019,17:00,軽傷事故,その他,出合い頭,自動車,自転車,自転車,,,34.78507028,135.3823956,,
1072,H31,10/23/2019,11:45,軽傷事故,一般市道,出合い頭,自転車,二輪車,,,,34.78481889,135.378125,,
1073,H31,10/23/2019,19:05,軽傷事故,一般市道,出合い頭,自動車,自転車,,,,34.78000111,135.4203719,,
1074,H31,10/24/2019,13:35,軽傷事故,県道伊丹豊中線,出合い頭,原付,自転車,,,,34.78272806,135.4299181,,
1075,H31,10/24/2019,17:35,軽傷事故,一般市道,出合い頭,自転車,原付,,,,34.78687806,135.4214961,,
1076,H31,10/25/2019,16:15,軽傷事故,県道寺本伊丹線,左折時,二輪車,自転車,,,,34.77856889,135.3975911,,
1077,H31,10/25/2019,16:45,軽傷事故,一般市道,追い越し時,自動車,自転車,,,,34.77778694,135.4179069,,
1078,H31,10/25/2019,18:25,軽傷事故,一般市道,出合い頭,原付,自転車,,,,34.80429194,135.3919339,,
1079,H31,10/26/2019,10:50,軽傷事故,県道姥ケ茶屋伊丹線,出合い頭,自動車,自転車,,,,34.78986194,135.4054989,,
1080,H31,10/28/2019,8:20,軽傷事故,県道中野中筋線,左折時,自動車,自転車,,,,34.80270889,135.3852539,,
1081,H31,10/28/2019,17:55,軽傷事故,一般市道,人対車両,歩行者,自転車,,,,34.77836528,135.4141597,,
1082,H31,10/29/2019,7:50,軽傷事故,一般市道,出合い頭,自転車,自動車,,,,34.79771889,135.4039711,,
1083,H31,10/29/2019,10:35,軽傷事故,一般市道,出合い頭,自動車,自転車,,,,34.767455,135.4072011,,
1084,H31,10/30/2019,8:45,軽傷事故,国道171号,左折時,不明,自転車,,,,34.79907306,135.4207469,,
1085,H31,10/31/2019,23:04,軽傷事故,一般市道,出合い頭,自動車,自転車,,,,34.77889694,135.4149469,,
1086,H31,11/1/2019,13:38,軽傷事故,県道寺本伊丹線,出合い頭,自動車,自転車,,,,34.78074111,135.407045,,
1087,H31,11/4/2019,13:20,軽傷事故,一般市道,出合い頭,自動車,自転車,,,,34.80941889,135.3900511,,
1088,H31,11/5/2019,6:58,軽傷事故,一般市道,出合い頭,自転車,不明,,,,34.76878694,135.3969089,,
1089,H31,11/5/2019,8:12,軽傷事故,一般市道,出合い頭,自転車,自転車,,,,34.79712528,135.4040097,,
1090,H31,11/5/2019,8:20,軽傷事故,一般市道,その他,自動車,自転車,,,,34.77476611,135.4097119,,
1091,H31,11/5/2019,9:23,軽傷事故,県道米谷昆陽尼崎線,右折時,自動車,自転車,,,,34.78952889,135.3903411,,
1092,H31,11/5/2019,9:50,軽傷事故,一般市道,出合い頭,自動車,自転車,,,,34.77004389,135.3903269,,
1093,H31,11/5/2019,13:40,軽傷事故,県道寺本伊丹線,左折時,自動車,自転車,,,,34.77990194,135.4032019,,
1094,H31,11/5/2019,14:03,軽傷事故,一般市道,出合い頭,自動車,自転車,,,,34.798775,135.394125,,
1095,H31,11/5/2019,18:46,軽傷事故,一般市道,出合い頭,自動車,自転車,,,,34.78728083,135.4145978,,
1096,H31,11/5/2019,18:55,軽傷事故,県道尼崎宝塚線,左折時,自動車,自転車,,,,34.77675111,135.384785,,
1097,H31,11/6/2019,20:45,軽傷事故,一般市道,すれ違い時,不明,自転車,,,,34.78823194,135.4083181,,
1098,H31,11/7/2019,13:40,軽傷事故,県道中野中筋線,右折時,自動車,自転車,,,,34.79936611,135.3871739,,
1099,H31,11/7/2019,15:55,軽傷事故,一般市道,人対車両,自転車,歩行者,,,,34.78488306,135.3780711,,
1100,H31,11/8/2019,15:20,軽傷事故,一般市道,出合い頭,自転車,自動車,,,,34.78358889,135.3893261,,
1101,H31,11/8/2019,18:30,軽傷事故,県道尼崎宝塚線,出合い頭,自動車,自転車,,,,34.769915,135.3849569,,
1102,H31,11/9/2019,3:25,軽傷事故,一般市道,正面衝突,原付,自転車,,,,34.800075,135.3900619,,
1103,H31,11/10/2019,9:38,軽傷事故,一般市道,左折時,自動車,自転車,自転車,,,34.76176111,135.3988511,,
1104,H31,11/11/2019,7:35,軽傷事故,一般市道,出合い頭,自転車,原付,,,,34.77217972,135.4082803,,
1105,H31,11/11/2019,10:35,軽傷事故,県道伊丹豊中線,出合い頭,自動車,自転車,,,,34.78277694,135.4292069,,
1106,H31,11/13/2019,8:10,軽傷事故,国道171号,すれ違い時,不明,自転車,,,,34.77674889,135.39022,,
1107,H31,11/14/2019,10:00,軽傷事故,一般市道,出合い頭,自転車,自転車,,,,34.780355,135.4145481,,
1108,H31,11/15/2019,7:50,軽傷事故,一般市道,出合い頭,不明,自転車,,,,34.76629389,135.4157319,,
1109,H31,11/15/2019,22:10,軽傷事故,県道米谷昆陽尼崎線,人対車両,自転車,歩行者,,,,34.76065306,135.4119011,,
1110,H31,11/16/2019,8:25,軽傷事故,一般市道,右折時,自転車,自動車,,,,34.781625,135.4021519,,
1111,H31,11/19/2019,11:25,軽傷事故,一般市道,出合い頭,自転車,自転車,,,,34.79026111,135.4107461,,
1112,H31,11/19/2019,13:50,軽傷事故,一般市道,出合い頭,自転車,自転車,,,,34.78081306,135.412325,,
1113,H31,11/20/2019,6:10,軽傷事故,県道尼崎池田線,右折時,二輪車,自転車,,,,34.79742889,135.4143089,,
1114,H31,11/20/2019,13:40,軽傷事故,国道171号,右折時,自動車,自転車,,,,34.79326389,135.4099389,,
1115,H31,11/20/2019,15:00,軽傷事故,一般市道,人対車両,自転車,歩行者,,,,34.78520306,135.417615,,
1116,H31,11/20/2019,20:15,軽傷事故,国道171号,右折時,自動車,自転車,,,,34.77867889,135.3919289,,
1117,H31,11/21/2019,18:49,軽傷事故,県道山本伊丹線,正面衝突,自転車,原付,,,,34.78747194,135.4071639,,
1118,H31,11/21/2019,19:52,軽傷事故,県道東富松御願塚線,左折時,原付,自転車,,,,34.765615,135.4091419,,
1119,H31,11/22/2019,15:53,軽傷事故,一般市道,出合い頭,自転車,自動車,,,,34.77587806,135.3996289,,
1120,H31,11/23/2019,20:43,軽傷事故,県道山本伊丹線,追い越し時,自転車,不明,,,,34.77705389,135.4105111,,
1121,H31,11/23/2019,21:08,軽傷事故,一般市道,右折時,二輪車,自転車,,,,34.769915,135.3972919,,
1122,H31,11/24/2019,8:00,軽傷事故,一般市道,出合い頭,原付,自転車,,,,34.78921167,135.3741258,,
1123,H31,11/24/2019,15:50,軽傷事故,一般市道,右折時,自動車,自転車,,,,34.77628611,135.4052761,,
1124,H31,11/24/2019,18:40,軽傷事故,県道中野中筋線,左折時,自動車,自転車,,,,34.79936806,135.3874519,,
1125,H31,11/25/2019,11:00,軽傷事故,一般市道,右折時,自転車,原付,,,,34.76109889,135.3982811,,
1126,H31,11/26/2019,7:45,軽傷事故,一般市道,追突,自転車,二輪車,,,,34.798735,135.4199469,,
1127,H31,11/26/2019,8:01,軽傷事故,一般市道,出合い頭,原付,自転車,,,,34.77554306,135.4100369,,
1128,H31,11/30/2019,8:25,軽傷事故,県道山本伊丹線,出合い頭,自動車,自転車,,,,34.77574667,135.4107447,,
1129,H31,12/2/2019,17:00,軽傷事故,その他,その他,自動車,自転車,,,,34.77747111,135.3993419,,
1130,H31,12/3/2019,14:12,軽傷事故,一般市道,出合い頭,自転車,自動車,,,,34.79192,135.3817411,,
1131,H31,12/4/2019,13:38,軽傷事故,県道伊丹豊中線,出合い頭,自動車,自転車,,,,34.78297472,135.4187336,,
1132,H31,12/4/2019,18:05,軽傷事故,一般市道,出合い頭,自動車,自転車,,,,34.77813306,135.4221019,,
1133,H31,12/4/2019,18:35,軽傷事故,一般市道,人対車両,自転車,歩行者,,,,34.80611,135.3792503,,
1134,H31,12/5/2019,12:56,軽傷事故,一般市道,右折時,自転車,原付,,,,34.76381972,135.4006303,,
1135,H31,12/5/2019,16:15,軽傷事故,県道米谷昆陽尼崎線,右折時,自動車,自転車,,,,34.77189889,135.4041381,,
1136,H31,12/6/2019,9:50,軽傷事故,県道米谷昆陽尼崎線,出合い頭,自動車,自転車,,,,34.79135417,135.3889497,,
1137,H31,12/6/2019,10:30,軽傷事故,県道尼崎宝塚線,左折時,自動車,自転車,,,,34.77433694,135.38506,,
1138,H31,12/6/2019,13:05,軽傷事故,一般市道,右折時,自動車,自転車,,,,34.80051222,135.3899144,,
1139,H31,12/8/2019,14:44,軽傷事故,その他,その他,自動車,自転車,,,,34.77138111,135.4048489,,
1140,H31,12/8/2019,16:30,軽傷事故,一般市道,追い越し時,自転車,自転車,,,,34.78259278,135.4014169,,
1141,H31,12/9/2019,18:15,軽傷事故,一般市道,左折時,自動車,自転車,,,,34.77078306,135.3909439,,
1142,H31,12/10/2019,7:45,軽傷事故,国道171号,出合い頭,原付,自転車,,,,34.78715111,135.4032089,,
1143,H31,12/10/2019,8:18,軽傷事故,一般市道,左折時,自動車,自転車,,,,34.78339806,135.39623,,
1144,H31,12/11/2019,17:10,軽傷事故,一般市道,出合い頭,自転車,自動車,,,,34.78091222,135.4213,,
1145,H31,12/13/2019,2:20,重傷事故,一般市道,出合い頭,自転車,原付,,,,34.78784111,135.4089569,,
1146,H31,12/13/2019,7:38,軽傷事故,一般市道,出合い頭,自転車,自動車,,,,34.77271694,135.3990481,,
1147,H31,12/13/2019,10:45,軽傷事故,その他,その他,自動車,自転車,,,,34.81202806,135.3804111,,
1148,H31,12/13/2019,11:45,軽傷事故,県道寺本伊丹線,正面衝突,自転車,自転車,,,,34.77656389,135.3902281,,
1149,H31,12/13/2019,17:40,軽傷事故,一般市道,出合い頭,自転車,自転車,自転車,,,34.75805389,135.4164742,,
1150,H31,12/14/2019,8:20,軽傷事故,一般市道,出合い頭,自転車,自転車,,,,34.76461556,135.4149058,,
1151,H31,12/15/2019,12:35,軽傷事故,一般市道,出合い頭,自動車,自転車,,,,34.76887889,135.40484,,
1152,H31,12/16/2019,18:50,軽傷事故,一般市道,正面衝突,自転車,自転車,,,,34.77441972,135.3877956,,
1153,H31,12/17/2019,15:25,軽傷事故,一般市道,出合い頭,不明,自転車,,,,34.77741806,135.3967039,,
1154,H31,12/17/2019,17:14,軽傷事故,一般市道,左折時,自動車,自転車,,,,34.79783806,135.4049653,,
1155,H31,12/18/2019,7:45,軽傷事故,一般市道,出合い頭,自動車,自転車,,,,34.78898333,135.3741822,,
1156,H31,12/18/2019,17:07,軽傷事故,県道伊丹停車場線,左折時,自動車,自転車,,,,34.77933,135.41404,,
1157,H31,12/19/2019,15:35,軽傷事故,一般市道,出合い頭,自動車,自転車,,,,34.78702111,135.4121689,,
1158,H31,12/19/2019,17:10,軽傷事故,一般市道,出合い頭,自転車,自動車,,,,34.77228,135.39413,,
1159,H31,12/21/2019,5:27,重傷事故,国道171号,その他,自動車,自転車,,,,34.78131694,135.3958489,,
1160,H31,12/23/2019,8:15,軽傷事故,一般市道,出合い頭,原付,自転車,,,,34.78902167,135.4094983,,
1161,H31,12/23/2019,10:55,軽傷事故,一般市道,人対車両,自転車,歩行者,,,,34.7868,135.4156092,,
1162,H31,12/23/2019,12:35,軽傷事故,県道尼崎宝塚線,左折時,不明,自転車,,,,34.78783889,135.38251,,
1163,H31,12/23/2019,14:07,軽傷事故,一般市道,その他,自転車,自動車,,,,34.80575806,135.3865889,,
1164,H31,12/23/2019,16:09,軽傷事故,一般市道,追い越し時,自転車,自転車,,,,34.76924417,135.4053286,,
1165,H31,12/25/2019,17:26,軽傷事故,一般市道,出合い頭,不明,自転車,,,,34.77766444,135.4050856,,
1166,H31,12/25/2019,19:10,軽傷事故,国道171号,右折時,自動車,自転車,,,,34.79339111,135.4100422,,
1167,H31,12/26/2019,17:30,軽傷事故,一般市道,出合い頭,自動車,自転車,,,,34.79209333,135.3939725,,
1168,H31,12/27/2019,8:45,軽傷事故,県道米谷昆陽尼崎線,右折時,不明,自転車,,,,34.78957306,135.3903111,,
1169,H31,12/27/2019,17:25,軽傷事故,県道姥ケ茶屋伊丹線,出合い頭,自動車,自転車,,,,34.79382667,135.3955994,,
1170,H31,12/29/2019,9:49,死亡事故,一般市道,単独事故,自転車,,,,,34.78709028,135.3855742,,yes
1171,R2,12/28/2019,8:50,重傷事故,一般市道,右折時,自動車,自転車,,,,34.78881806,135.3723011,,
1172,R2,1/2/2020,11:35,軽傷事故,一般市道,出合い頭,自動車,自転車,,,,34.799875,135.395755,,
1173,R2,1/5/2020,11:45,軽傷事故,県道尼崎池田線,左折時,自動車,自転車,,,,34.77318194,135.41888,,
1174,R2,1/8/2020,23:10,軽傷事故,一般市道,出合い頭,原付,自転車,,,,34.78080306,135.4152508,,
1175,R2,1/10/2020,14:35,軽傷事故,一般市道,追い越し時,自動車,自転車,,,,34.78073,135.4049889,,
1176,R2,1/10/2020,16:10,軽傷事故,一般市道,出合い頭,自転車,自動車,,,,34.79392694,135.3815931,,
1177,R2,1/10/2020,16:35,軽傷事故,県道米谷昆陽尼崎線,出合い頭,自転車,自転車,,,,34.76243389,135.411815,,
1178,R2,1/10/2020,18:20,軽傷事故,一般市道,追い越し時,自動車,自転車,,,,34.78417111,135.4138919,,
1179,R2,1/11/2020,14:59,軽傷事故,県道伊丹豊中線,出合い頭,自動車,自転車,,,,34.78299806,135.4187489,,
1180,R2,1/13/2020,19:35,軽傷事故,県道山本伊丹線,出合い頭,自転車,二輪車,,,,34.77823806,135.4104081,,
1181,R2,1/14/2020,14:58,軽傷事故,一般市道,出合い頭,自動車,自転車,,,,34.77221194,135.3929722,,
1182,R2,1/15/2020,6:55,軽傷事故,一般市道,出合い頭,自転車,自転車,,,,34.77203139,135.3860483,,
1183,R2,1/15/2020,8:45,軽傷事故,一般市道,出合い頭,自動車,自転車,,,,34.77404111,135.4020081,,
1184,R2,1/17/2020,8:15,軽傷事故,一般市道,出合い頭,自転車,二輪車,,,,34.77567389,135.401025,,
1185,R2,1/17/2020,9:05,軽傷事故,国道171号,その他,自動車,自転車,,,,34.79365806,135.4105161,,
1186,R2,1/18/2020,8:11,軽傷事故,一般市道,出合い頭,自転車,不明,,,,34.77134306,135.3990381,,
1187,R2,1/18/2020,11:20,軽傷事故,一般市道,右折時,自動車,自転車,,,,34.798825,135.4208306,,
1188,R2,1/31/2020,8:35,軽傷事故,県道中野中筋線,すれ違い時,不明,自転車,,,,34.810635,135.3833408,,
1189,R2,1/20/2020,15:40,軽傷事故,県道伊丹豊中線,人対車両,自転車,歩行者,,,,34.78269306,135.4305781,,
1190,R2,1/20/2020,18:14,軽傷事故,一般市道,左折時,自動車,自転車,,,,34.790735,135.3767,,
1191,R2,1/20/2020,19:20,軽傷事故,県道山本伊丹線,右折時,自動車,自転車,,,,34.77354194,135.4110081,,
1192,R2,1/22/2020,18:25,軽傷事故,一般市道,追い越し時,自転車,原付,,,,34.77277194,135.3861639,,
1193,R2,1/23/2020,19:00,軽傷事故,一般市道,すれ違い時,不明,自転車,,,,34.78372528,135.4170864,,
1194,R2,1/25/2020,10:11,軽傷事故,一般市道,人対車両,自転車,歩行者,,,,34.77761722,135.4071583,,
1195,R2,1/25/2020,11:03,軽傷事故,一般市道,出合い頭,自動車,自転車,,,,34.80303194,135.3897261,,
1196,R2,1/25/2020,11:32,軽傷事故,一般市道,出合い頭,自転車,二輪車,,,,34.81109389,135.3897281,,
1197,R2,1/27/2020,18:50,軽傷事故,県道姥ケ茶屋伊丹線,出合い頭,自転車,自転車,,,,34.79238389,135.400745,,
1198,R2,1/29/2020,14:05,軽傷事故,国道171号,出合い頭,自動車,自転車,,,,34.79501389,135.4119189,,
1199,R2,1/29/2020,14:35,軽傷事故,県道尼崎宝塚線,正面衝突,自転車,自転車,,,,34.78388944,135.3840442,,
1200,R2,1/31/2020,11:12,軽傷事故,一般市道,左折時,自動車,自転車,,,,34.77973806,135.4031969,,
1201,R2,1/31/2020,16:45,軽傷事故,一般市道,出合い頭,自転車,二輪車,,,,34.79610194,135.4160669,,
1202,R2,1/31/2020,17:15,軽傷事故,一般市道,人対車両,自転車,歩行者,,,,34.77250806,135.4148308,,
1203,R2,1/22/2020,16:40,軽傷事故,県道中野中筋線,出合い頭,原付,自転車,,,,34.80445806,135.3844011,,
1204,R2,2/2/2020,13:35,軽傷事故,一般市道,左折時,自動車,自転車,,,,34.77287194,135.4165339,,
1205,R2,2/3/2020,19:45,軽傷事故,国道171号,左折時,自転車,自転車,,,,34.78418472,135.3995378,,
1206,R2,1/31/2020,15:40,軽傷事故,一般市道,左折時,自動車,自転車,,,,34.768215,135.3978281,,
1207,R2,2/4/2020,19:45,軽傷事故,一般市道,左折時,自動車,自転車,,,,34.78026389,135.4027589,,
1208,R2,2/6/2020,17:40,軽傷事故,県道米谷昆陽尼崎線,出合い頭,原付,自転車,,,,34.76991306,135.4059089,,
1209,R2,2/7/2020,19:38,軽傷事故,県道中野中筋線,出合い頭,自動車,自転車,,,,34.80551389,135.3837761,,
1210,R2,2/7/2020,22:05,軽傷事故,一般市道,人対車両,自転車,歩行者,,,,34.76467111,135.4169681,,
1211,R2,1/31/2020,9:45,軽傷事故,一般市道,その他,自動車,自転車,,,,34.78560806,135.403385,,
1212,R2,2/11/2020,15:35,軽傷事故,県道尼崎池田線,右折時,自動車,自転車,,,,34.76543306,135.4195589,,
1213,R2,2/11/2020,16:00,軽傷事故,一般市道,出合い頭,自転車,自動車,,,,34.76819806,135.39716,,
1214,R2,2/13/2020,18:10,軽傷事故,一般市道,出合い頭,自転車,自動車,,,,34.76875889,135.407565,,
1215,R2,2/14/2020,12:20,軽傷事故,一般市道,出合い頭,自動車,自転車,,,,34.78735,135.4099939,,
1216,R2,2/15/2020,14:05,軽傷事故,県道寺本伊丹線,追い越し時,自転車,自転車,,,,34.77708806,135.3914961,,
1217,R2,2/17/2020,16:40,軽傷事故,一般市道,出合い頭,自転車,自転車,,,,34.78243889,135.3784161,,
1218,R2,2/17/2020,19:55,軽傷事故,国道176号,右折時,二輪車,自転車,,,,34.808255,135.3823539,,
1219,R2,2/17/2020,19:55,軽傷事故,一般市道,正面衝突,自転車,自転車,,,,34.79009806,135.3759189,,
1220,R2,2/18/2020,8:10,軽傷事故,一般市道,出合い頭,自転車,自動車,,,,34.77120611,135.3932797,,
1221,R2,2/18/2020,9:50,軽傷事故,一般市道,出合い頭,自転車,自動車,,,,34.804855,135.3944731,,
1222,R2,2/19/2020,10:15,軽傷事故,一般市道,出合い頭,自転車,自動車,,,,34.78366611,135.4002689,,
1223,R2,2/19/2020,15:26,軽傷事故,一般市道,出合い頭,自転車,自動車,,,,34.81101694,135.3897289,,
1224,R2,2/19/2020,16:25,軽傷事故,県道中野中筋線,出合い頭,自転車,自転車,,,,34.79268389,135.3879281,,
1225,R2,2/20/2020,0:52,軽傷事故,一般市道,追突,自転車,自動車,,,,34.76884111,135.4052511,,
1226,R2,2/20/2020,15:55,軽傷事故,県道東富松御願塚線,出合い頭,自転車,自動車,,,,34.76621806,135.4132769,,
1227,R2,2/22/2020,9:15,軽傷事故,一般市道,その他,自動車,自転車,,,,34.77825194,135.3870561,,
1228,R2,2/25/2020,15:20,軽傷事故,県道寺本伊丹線,出合い頭,自動車,自転車,,,,34.77736194,135.392665,,
1229,R2,2/3/2020,18:35,軽傷事故,県道尼崎宝塚線,右折時,不明,自転車,,,,34.78709,135.3827639,,
1230,R2,2/27/2020,11:15,軽傷事故,国道171号,出合い頭,自転車,自動車,,,,34.78949778,135.4056614,,
1231,R2,2/27/2020,21:25,軽傷事故,県道寺本伊丹線,左折時,自動車,自転車,,,,34.77694111,135.3908981,,
1232,R2,2/28/2020,13:30,軽傷事故,一般市道,追い越し時,自動車,自転車,,,,34.78267583,135.4013628,,
1233,R2,2/28/2020,13:30,軽傷事故,一般市道,出合い頭,自転車,自転車,,,,34.77628889,135.3916819,,
1234,R2,2/28/2020,15:53,軽傷事故,一般市道,出合い頭,自動車,自転車,,,,34.77276389,135.4042156,,
1235,R2,3/1/2020,16:28,軽傷事故,その他,その他,自動車,自転車,,,,34.79037,135.3809189,,
1236,R2,3/5/2020,17:45,軽傷事故,一般市道,出合い頭,自転車,自転車,,,,34.79062,135.3765561,,
1237,R2,3/7/2020,12:28,軽傷事故,一般市道,出合い頭,自転車,自動車,,,,34.79357389,135.3983731,,
1238,R2,3/7/2020,21:30,軽傷事故,県道中野中筋線,左折時,自動車,自転車,,,,34.80754389,135.3825639,,
1239,R2,3/9/2020,17:19,軽傷事故,一般市道,出合い頭,自転車,原付,,,,34.78951,135.3838811,,
1240,R2,3/9/2020,17:37,軽傷事故,県道山本伊丹線,右折時,二輪車,自転車,,,,34.783155,135.4089819,,
1241,R2,3/9/2020,18:10,軽傷事故,県道寺本伊丹線,追い越し時,自転車,自転車,,,,34.78175806,135.4139631,,
1242,R2,3/10/2020,8:25,軽傷事故,一般市道,出合い頭,不明,自転車,,,,34.80227306,135.4006311,,
1243,R2,3/11/2020,8:45,軽傷事故,一般市道,出合い頭,自動車,自転車,,,,34.77799111,135.4061319,,
1244,R2,3/11/2020,12:30,軽傷事故,一般市道,出合い頭,自動車,自転車,,,,34.76930389,135.4157389,,
1245,R2,3/13/2020,17:50,軽傷事故,一般市道,右折時,自動車,自転車,,,,34.78435611,135.405655,,
1246,R2,3/16/2020,10:35,軽傷事故,一般市道,出合い頭,自動車,自転車,,,,34.77622611,135.3952031,,
1247,R2,3/16/2020,14:20,軽傷事故,一般市道,出合い頭,自動車,自転車,,,,34.78351389,135.421705,,
1248,R2,3/17/2020,7:50,軽傷事故,一般市道,出合い頭,原付,自転車,,,,34.81028139,135.3859431,,
1249,R2,3/19/2020,18:50,軽傷事故,県道米谷昆陽尼崎線,すれ違い時,自転車,自転車,,,,34.77909806,135.3985819,,
1250,R2,3/20/2020,15:30,軽傷事故,国道171号,出合い頭,自転車,自動車,,,,34.77883611,135.3927247,,
1251,R2,3/22/2020,12:10,軽傷事故,その他,出合い頭,自動車,自転車,,,,34.79661194,135.3891531,,
1252,R2,3/23/2020,17:35,軽傷事故,県道伊丹豊中線,人対車両,自転車,歩行者,,,,34.78260806,135.435175,,
1253,R2,3/24/2020,8:50,軽傷事故,国道171号,人対車両,自転車,歩行者,,,,34.78423306,135.3992839,,
1254,R2,3/24/2020,13:30,軽傷事故,一般市道,正面衝突,不明,自転車,,,,34.77971111,135.3881061,,
1255,R2,3/24/2020,17:35,軽傷事故,一般市道,出合い頭,自転車,歩行者,,,,34.76764222,135.3960281,,
1256,R2,3/26/2020,16:30,軽傷事故,県道山本伊丹線,出合い頭,自転車,二輪車,,,,34.76506694,135.4114111,,
1257,R2,3/26/2020,19:00,軽傷事故,県道山本伊丹線,出合い頭,自動車,自転車,,,,34.79360111,135.4059719,,
1258,R2,3/27/2020,16:10,軽傷事故,一般市道,出合い頭,自転車,自動車,,,,34.81347194,135.3887681,,
1259,R2,3/27/2020,19:17,重傷事故,一般市道,出合い頭,自動車,自転車,,,,34.78783889,135.4089569,,
1260,R2,3/28/2020,11:10,軽傷事故,県道姥ケ茶屋伊丹線,左折時,自動車,自転車,,,,34.79373194,135.3955689,,
1261,R2,3/30/2020,8:53,軽傷事故,県道山本伊丹線,追い越し時,原付,自転車,,,,34.77888111,135.4103325,,
1262,R2,3/31/2020,19:00,軽傷事故,一般市道,出合い頭,自動車,自転車,,,,34.77151556,135.41812,,
1263,R2,12/24/2019,12:50,軽傷事故,一般市道,追突,自転車,自動車,,,,34.79437306,135.3821611,,
1264,R2,4/1/2020,7:35,軽傷事故,一般市道,出合い頭,自動車,自転車,,,,34.78888111,135.4093211,,
1265,R2,4/4/2020,10:05,軽傷事故,県道尼崎池田線,左折時,自動車,自転車,,,,34.78200806,135.4178461,,
1266,R2,4/6/2020,14:35,軽傷事故,一般市道,左折時,不明,自転車,,,,34.76623611,135.3945681,,
1267,R2,4/6/2020,16:47,軽傷事故,一般市道,出合い頭,自動車,自転車,,,,34.76467306,135.4147181,,
