u,v,freq
1833721698,1834328356,3.0
5603446991,1833578346,1.0
1833455415,1833578336,52.0
2402972105,3920665430,25.5
3920665430,3920665461,72.5
1833419198,1833407958,16.0
1831867381,669781711,1.0
4379108109,4379108112,1.0
1834328297,1834328290,24.5
1834328290,1833718121,26.5
1833718121,1834328359,26.5
1834353916,1833565398,1.0
1833551698,1834011893,23.5
1834003868,1834003877,1.0
1834302690,1834302510,1.0
1834093836,1834093772,23.5
1834328339,1834328345,2.0
1834328345,1834302655,2.0
1834302655,1834302568,2.0
1834302568,1834093812,2.0
1834093812,1834093742,2.0
1834093742,1834093785,2.0
5603447001,5603446998,8.0
5603446998,5603446996,9.0
1833565398,1834011876,2.0
3456547523,1834011903,1.0
1833455415,5603446995,1.0
1834332229,1834353933,1.0
1834328300,1834093777,24.5
1833718135,1833718131,1.0
1833718131,1833437861,53.0
668899921,668899922,1.0
668899702,1834093744,1.0
1834315925,1834315913,1.0
1834315913,1834315928,1.0
1834302711,1834302708,1.0
668899921,1834328299,23.5
1834328333,1834328353,23.5
1834093797,1834093831,1.0
1724111542,4253907508,14.0
4253907508,4253907507,51.5
1724111533,2411598003,55.5
2411598003,1724111455,172.5
1724111455,10772990821,312.0
4379264903,1724111502,31.0
1724111502,4379264906,66.5
4379264906,1724143883,98.0
1724143883,1724143886,57.5
1724143886,1724143977,53.5
1724143977,1724111579,53.5
1724111579,1724167877,269.0
1028052750,668899881,63.0
668899881,668899795,142.5
1722794767,1722770145,88.0
1833455421,668899881,77.5
3241245945,3241245943,26.0
3241245943,1724159442,9.0
1724159442,1722404265,61.5
1722404265,1721896139,125.0
4253907513,1724845586,103.5
1724845586,1724193440,118.5
1724193440,1724193479,174.5
1724193479,4253907507,181.5
1724845598,4253907514,70.5
4253907514,5096689239,94.5
2411598011,1722802405,8.0
1722802405,4253907512,8.0
4253907512,5096689246,16.0
5096689246,4253907514,22.0
5096689239,5096689243,9.0
5096689243,5096689249,11.0
5096689249,5096689247,20.0
5096689247,5096689241,35.0
1722403337,1721898007,174.5
1721898007,1722401007,83.5
1724159477,1724111546,12.0
1724111546,1724111573,75.0
1724111573,1724111579,320.0
1724111579,1724143977,254.5
3920665247,3920665243,27.0
3920665243,3920665241,186.0
1722792877,1722794757,64.0
1722802397,1724196609,31.0
1724196609,5096689241,14.0
1724793532,3920665241,29.0
4253907508,4253907509,9.0
2402960437,2402960455,26.5
2402960455,1833455418,56.0
1833455418,4379064403,56.0
1833455417,5603446997,6.0
1724111533,1724193440,54.0
4253907502,1724111597,28.0
1724111597,2165353222,115.5
1724795403,1724795351,284.5
4379249492,4379076462,120.0
4379076462,4379076461,138.0
1722794760,1722794757,146.0
1724179011,1724111502,28.5
1724193493,1724111577,62.0
1724111577,1724193444,128.0
1724842266,4253907511,38.5
4253907511,5096689239,62.5
1724159495,1724159457,19.0
1724159457,1722403339,50.5
1722403339,1722403334,124.5
1722403334,1722403337,231.0
1722403337,1722403340,218.5
5096689242,1724842266,113.0
1724842266,4379249492,87.5
1724111604,4253907509,167.0
5603447009,5603447008,1.0
5603447001,5603447000,5.0
1724795362,4253907505,10.0
4253907505,3920665297,49.5
1722802404,2411597997,58.5
5096689238,5096689241,16.0
4253907508,1724793539,27.5
1724793539,1724795370,56.0
1724795370,3920665297,69.0
3920665255,3920665258,6.0
3920665258,3920665256,106.5
3920665256,3920665254,116.5
1724179123,1724193493,8.0
1724193493,1724111604,36.5
1724159480,1724120299,60.0
1724120299,1724159449,150.5
1724159449,1724143956,241.0
1724167872,1722770127,79.0
1722770127,1722770145,117.5
1722770145,1830094367,19.0
1830094367,2411597994,42.5
2411597994,1829356905,51.5
1829356905,1829356904,76.5
1829356904,2411597988,21.0
2411597988,2411597993,18.0
1724845579,3920665261,29.5
3920665261,3920665258,97.5
3920665242,3920665227,62.0
3920665227,1724845599,62.0
1724845599,3920665225,62.0
3920665225,3920665235,62.0
3920665235,3920665249,92.0
3920665249,3920665255,74.0
1724159442,1721896166,67.5
1724159471,1721887674,21.0
1721887674,1724111573,46.0
4378346486,3920665303,4.0
3920665303,4379076461,8.0
4379076461,2402960433,89.5
2402960433,1724199021,143.5
2402960455,2402960427,2.0
2402960427,3920665253,18.0
1722802383,1722802389,108.5
1722802389,1722802402,207.0
2411597999,1722798390,15.0
4379264902,1829356911,76.0
1724793536,1724795403,16.0
3920665274,3920665261,31.5
3920665244,3920665240,9.0
3920665240,3920665254,54.5
1724167871,1724179093,152.5
1724179093,4379264902,72.0
1724193464,1724793532,12.0
1722794770,1722794768,55.0
1722794768,1722794760,74.0
1722798410,2411597978,45.5
2411597978,2411597979,40.5
2411597979,2411597980,39.5
2411597980,2411597992,52.5
2411597992,1722798390,124.5
1722798399,1722792893,35.5
3920665249,3920665254,33.0
8456047705,8456047706,31.5
8456047706,1724111489,67.0
1724111489,1724111507,127.0
1724111507,1721848381,149.5
1724167836,1724167871,12.0
1724111542,1724111533,49.5
4877121695,1721887685,14.0
1721887685,2165353232,18.0
2165353232,1722401003,40.5
8456047289,8456047290,100.5
1724795370,1724143875,11.0
1724143875,4253907509,21.0
1722794761,1722792895,11.0
1724159489,1722403334,18.0
1724159457,1724159442,26.0
2411598007,1722798391,127.0
1724196609,3920665303,26.0
3920665303,4378346486,26.0
4378346486,2402960429,26.0
2402960429,2402960449,26.0
2402960449,3283755325,36.0
1722404277,1721896141,47.5
1721896141,1721896139,51.5
1721896139,1724193471,56.5
1721896141,1830143994,14.0
1830143994,1722401007,7.0
1722401007,1722403340,59.0
1724111452,8456047289,18.0
8456047290,8456047292,90.5
3241245943,1829356885,52.0
1829356885,1721896166,121.5
1722794769,1722794767,8.0
1722802381,2411597997,9.0
1722798390,2411597999,71.5
2411597999,2411598013,69.5
1722794754,1724167872,59.0
1724845570,4379076464,51.0
4379076464,1724845564,268.5
1724845564,1724845579,297.0
1724845579,3920665255,275.5
1722802405,1722802383,66.0
1724111540,1724167877,219.5
5096689243,5096689239,42.5
1724167839,1724193484,74.0
2411597989,1722802389,7.0
1722802379,1724845598,19.0
1722802381,2411597979,7.0
2411597979,2411597978,13.0
3241245942,1724193484,76.0
1724159455,2411598005,47.5
2411598005,1722400976,47.5
1722400976,1722404274,56.5
2411597991,2411597999,19.0
4253907503,1724111589,30.5
4253907515,1724845573,49.5
1724845573,4253907513,55.5
1721887685,1721848403,7.0
1721848403,4877121694,7.0
4877121694,1721848398,11.0
1721848398,1721896153,31.5
1721896153,1721896121,3.0
3920665294,3920665297,120.0
1724845595,1724845564,23.5
8456047291,8456047292,14.0
8456047292,3456547524,1.0
3456547524,1724111452,107.0
1724159495,1722404265,40.5
1724179014,1724167863,25.0
1724143875,4253907506,33.5
4253907506,1724793543,54.5
1724793543,1724795403,246.5
1722802388,2411597992,247.0
3241245944,3241245945,16.0
3241245943,3241245942,40.5
1724193484,1724193444,57.5
1722801932,1722802388,39.5
1721896165,1724193471,78.5
1721896139,1721896141,30.5
1721896139,1724159489,46.5
1724179014,1724193444,19.0
1724111500,4253907503,12.0
4253907503,1724159449,16.0
1722792881,1722770107,6.0
1722770107,1829356905,28.0
1829356904,1724167900,58.5
1724167900,1722798398,118.5
1722798398,1722802388,161.0
3920665234,4378711449,30.5
4378711449,1724199019,30.5
1724199019,1724199018,30.5
1724199018,4609318436,30.5
4609318436,1724199017,30.5
1724199017,1724198987,54.0
3920665253,1724198993,26.5
1724198993,2402960433,59.0
1722794759,1722794768,3.0
1721848398,1721896105,4.0
1721896105,1721886469,70.5
1722404265,1724159442,38.5
1722802402,1722802381,59.5
1724111497,1724111604,18.0
5096689250,1724845580,74.5
1724845580,5096689242,103.0
1722802379,1722802383,5.0
1722802383,1724845586,4.0
2411597990,1722794760,6.0
1724795362,3920665247,7.0
1724159483,1724111540,193.5
1722770141,1722403339,22.0
3920665248,3920665247,4.0
2411598002,1722802404,31.5
1724793536,1724193470,5.0
1724193470,4379264906,5.0
1724143886,1724143956,5.0
3920665232,3920665248,183.0
3920665248,1724793543,186.0
1722801933,1722801932,1.0
1722801932,1722802404,3.0
1724111589,1724143977,2.0
2402960433,4379076461,28.5
1722802397,2411598011,26.0
2411598011,1722802402,35.0
