u,v,freq
1834011897,1834328343,83.5
4585006372,4585006339,54.0
1834093785,1834328370,3.0
1834328370,1834328359,5.0
1834353904,1834353874,66.0
1834093795,1834302690,30.0
3920625726,1829343802,52.0
1834315936,1834003879,6.0
1834003879,1834003855,9.0
1834353933,1834353904,35.5
1834328351,1834328392,26.5
5603446996,5603447005,2.0
1834093746,1834302507,72.5
1833551687,1833551697,11.0
3920665330,3920665306,48.0
1834353916,1833565398,7.0
1834302670,1834302507,32.5
1833407977,1722798401,1.0
1834328299,1834328351,2.0
2402132777,669783320,6.0
669783320,2402132670,56.0
2402132670,2402972101,56.0
1834328345,1834328333,30.5
1834353884,1834353922,7.0
1833721703,1834328376,132.5
4483175450,2402132752,53.0
1834093753,1834093772,6.0
2402961831,5096680336,51.0
2402972076,4378664063,3.0
4378664063,3920665509,3.0
5421607218,1833565404,1.0
1833565404,1833551662,1.0
1833551662,1833565381,1.0
1833565381,1833551697,1.0
2402972098,2402972070,2.0
5603446989,669781711,24.0
1834328299,1834328374,49.0
1834315913,1834315872,8.0
1834353917,1834332229,5.0
3920665381,3920665460,10.0
3920665611,1724195927,1.0
1834003872,1834332229,26.5
4585006373,4585006286,9.0
1834328341,1834328335,12.0
1834003864,1833558994,3.0
1834315915,1834003869,3.0
1834003869,1834003847,3.0
1834003847,1834302524,3.0
1834302524,5558257500,3.0
5558257500,1834302686,3.0
1834302686,5558257502,3.0
5558257502,1834302535,4.0
1834302535,1834302583,4.0
1834302583,1834302701,5.0
1833721711,1834328352,78.5
1834093742,1834093751,1.0
1834093751,1834093746,70.5
4584752765,1834328341,7.0
1834328293,1834328370,2.0
1834315925,1834093780,4.0
1834093780,1833689689,4.0
1833689689,1833689686,4.0
1833689686,3113476363,4.0
3113476363,1834361377,4.0
1834361377,1833689691,4.0
1833689691,1834353913,4.0
1834353913,1834337367,4.0
4584668163,1833718129,9.0
1724198990,4379064403,10.0
4379064403,1833455417,10.0
1833455417,5603446989,10.0
1834093803,1834093836,2.0
5603446995,5603446991,53.0
668899893,1834003845,115.5
3920625741,4579383567,23.5
4579383567,1833718118,23.5
1833718118,1833718138,23.5
1833718138,1833718131,23.5
1833718131,1833437861,46.0
1833437861,1833437854,46.0
1833437854,1833721711,48.0
2402132622,669783320,50.0
1834093750,1834093751,24.5
4379108111,1833551659,2.0
1833551674,1833551680,23.5
1834302596,1834302670,26.5
1834353875,1834353909,8.0
2402972073,1722798396,1.0
2402132777,2402132706,1.0
1834332227,1834302580,3.0
1834302666,4586502055,3.0
4483166868,1834353902,2.0
1834353902,1834353920,2.0
1834328295,4584752765,3.0
2402972105,3920665430,24.5
3920665430,3920665461,70.5
3920665461,2402972076,1.0
1834315938,1834315936,1.0
1834353919,1834353918,1.0
1834353915,668899893,68.5
1833718128,668916459,69.5
668916459,3456547526,69.5
3456547526,1833721703,93.0
2402132783,2402132670,23.5
2402132670,4378664066,23.5
4378664066,1833721700,23.5
1833721700,3456547526,91.0
1834302708,1834302711,1.0
1834315913,1834315888,1.0
1834003845,668899893,1.0
668899893,1834353875,1.0
3456547526,668916459,67.5
1722775839,3456547528,22.5
2402972076,2402132632,67.5
1833718132,1833718128,45.0
3920625708,3920625726,22.5
